Date of Joining,Gender,Job Division,WFH Setup Available,Designation Grade,Resource Allocation,Mental Fatigue Score,Burn Rate
27-03-2008,Female,Product,Yes,5,10,9.7,0.92
14-10-2008,Male,Service,No,3,6,6.4,0.58
02-02-2008,Male,Service,No,3,6,7.7,
16-05-2008,Female,Service,Yes,3,6,9.7,0.85
21-03-2008,Female,Product,Yes,0,1,3.9,0.16
29-12-2008,Female,Product,Yes,1,4,5,0.32
30-03-2008,Female,Product,No,2,7,8.1,0.74
02-07-2008,Male,Service,No,4,7,7.8,0.71
11-07-2008,Female,Product,Yes,2,5,7.3,0.64
02-01-2008,Female,Service,Yes,4,7,8,0.78
15-12-2008,Female,Service,No,2,3,4,0.24
15-07-2008,Female,Service,No,3,5,4.8,0.3
03-10-2008,Male,Service,Yes,1,4,5.2,0.42
09-11-2008,Male,Service,Yes,2,3,5.4,0.39
22-03-2008,Male,Product,Yes,2,4,6.1,
18-12-2008,Male,Service,No,4,7,5.9,0.55
13-10-2008,Female,Service,Yes,2,,,0.32
25-03-2008,Female,Service,No,1,3,,0.36
21-04-2008,Female,Service,Yes,2,4,3.7,0.22
23-07-2008,Male,Service,No,2,4,7.2,0.53
14-10-2008,Female,Service,Yes,2,4,5.3,0.33
29-03-2008,Male,Service,Yes,2,3,5.6,0.34
11-09-2008,Male,Service,No,2,3,4.6,0.39
27-04-2008,Male,Service,No,4,7,8.3,0.69
21-01-2008,Male,Service,Yes,1,2,4.3,0.27
27-02-2008,Male,Service,No,1,2,5.5,
12-07-2008,Female,Service,No,2,4,5.9,0.38
01-09-2008,Male,Service,Yes,1,3,4.9,0.35
17-12-2008,Female,Product,No,3,5,5.8,0.54
29-06-2008,Male,Service,No,3,5,7.2,0.56
01-09-2008,Female,Service,Yes,0,1,4.9,0.28
26-04-2008,Female,Service,No,2,4,,0.3
21-01-2008,Male,Product,Yes,3,6,8.6,0.69
15-05-2008,Female,Service,Yes,2,4,7,0.52
24-11-2008,Female,Service,Yes,0,2,4.1,0.2
12-06-2008,Female,Service,Yes,1,3,5.6,0.43
26-06-2008,Female,Service,Yes,1,2,5,0.26
15-09-2008,Male,Service,Yes,2,2,,
11-03-2008,Female,Service,Yes,1,3,,0.41
07-12-2008,Female,Service,No,3,,6.5,0.46
03-08-2008,Male,Service,Yes,2,4,,0.32
25-07-2008,Male,Service,Yes,1,3,5.1,0.34
10-05-2008,Male,Product,Yes,0,,5.1,0.28
24-08-2008,Male,Service,Yes,1,3,4,0.31
10-12-2008,Female,Service,No,1,2,2.9,0.23
12-09-2008,Male,Product,Yes,3,6,6.1,0.51
06-03-2008,Male,Product,Yes,2,6,5.8,0.54
02-01-2008,Male,Product,No,5,9,7.8,0.79
27-11-2008,Male,Service,No,4,8,7.4,0.71
14-07-2008,Female,Service,Yes,2,4,6.5,0.5
22-11-2008,Female,Product,No,3,5,7.7,0.67
10-02-2008,Female,Service,Yes,3,6,5.5,0.52
17-03-2008,Male,Service,No,3,5,7.9,0.59
05-12-2008,Male,Service,Yes,2,6,7,0.54
27-08-2008,Female,Service,No,2,7,8.2,0.71
12-01-2008,Female,Product,Yes,1,3,6.5,0.5
19-09-2008,Male,Service,No,2,4,5.7,0.47
05-09-2008,Male,Service,Yes,1,3,4.7,0.42
12-09-2008,Male,Service,No,3,5,4.1,0.34
02-11-2008,Male,Product,Yes,0,1,2.3,0.16
25-10-2008,Male,Service,No,3,6,6.7,0.6
12-03-2008,Male,Service,No,4,7,6.5,0.59
25-08-2008,Male,Product,Yes,2,4,7.2,0.51
11-02-2008,Male,Service,No,2,6,7.5,0.54
29-05-2008,Male,Service,Yes,3,7,,0.82
03-01-2008,Male,Service,No,0,1,2.4,0.16
12-04-2008,Female,Product,No,3,6,6,0.56
20-02-2008,Female,Service,Yes,3,5,4.6,0.37
18-03-2008,Female,Service,Yes,2,4,4.7,0.27
13-10-2008,Female,Service,No,2,3,5.9,0.45
23-12-2008,Male,Service,Yes,3,5,7.3,0.63
01-01-2008,Female,Product,No,0,,1.6,0.06
05-06-2008,Female,Service,Yes,3,7,8.6,0.72
16-04-2008,Male,Product,Yes,1,3,,0.23
26-01-2008,Male,Service,No,2,6,8.9,0.77
14-08-2008,Female,Service,Yes,4,7,6.1,0.59
14-05-2008,Male,Service,No,2,4,3.7,0.25
14-05-2008,Male,Product,No,1,2,6,0.49
27-11-2008,Male,Service,No,4,7,5.9,0.57
11-08-2008,Female,Product,No,3,5,,0.53
19-06-2008,Male,Service,No,4,8,9,0.75
15-01-2008,Male,Service,No,3,4,4.2,0.35
15-05-2008,Female,Product,Yes,1,,,0.09
01-10-2008,Female,Product,Yes,3,6,5.9,0.57
30-01-2008,Female,Service,Yes,3,7,,0.58
10-06-2008,Male,Service,No,2,6,,0.73
04-04-2008,Female,Service,Yes,3,6,6.8,0.66
04-05-2008,Male,Product,Yes,1,1,3,0.22
03-11-2008,Female,Product,Yes,1,3,5.3,
03-05-2008,Male,Product,Yes,1,3,3.6,0.3
08-07-2008,Male,Service,Yes,0,1,1.9,0.05
13-08-2008,Female,Service,No,3,7,8.5,0.76
08-03-2008,Male,Product,No,4,8,6.2,0.54
10-11-2008,Male,Product,Yes,3,5,5.7,0.48
21-02-2008,Male,Service,Yes,3,5,,0.5
18-09-2008,Male,Service,Yes,1,3,3.7,0.32
02-03-2008,Female,Service,No,0,1,0.6,0
06-01-2008,Male,Service,No,3,6,,0.55
25-01-2008,Male,Service,Yes,3,4,3.4,0.29
10-01-2008,Female,Service,Yes,2,4,6.3,0.41
18-02-2008,Male,Product,No,5,9,9.6,0.96
08-12-2008,Male,Product,Yes,2,5,5.8,0.54
01-02-2008,Male,Service,No,2,4,2.4,0.16
02-05-2008,Female,Product,No,4,8,,0.68
21-07-2008,Female,Service,Yes,3,5,4.9,0.41
10-11-2008,Male,Service,No,3,6,7.3,0.67
12-12-2008,Male,Service,No,3,5,7.4,0.61
04-01-2008,Female,Service,Yes,2,,,0.42
15-03-2008,Female,Product,No,3,5,,0.58
24-03-2008,Female,Service,No,1,3,3.2,0.13
10-10-2008,Male,Product,No,3,7,6,0.57
06-05-2008,Male,Service,Yes,1,2,5.1,0.31
06-04-2008,Male,Product,No,1,3,5.8,0.44
15-11-2008,Female,Service,Yes,3,5,5.2,0.45
26-02-2008,Female,Product,No,4,8,8.5,0.66
12-08-2008,Male,Service,Yes,0,1,4.4,0.27
28-10-2008,Male,Service,No,4,7,7,0.57
14-06-2008,Female,Service,Yes,2,4,5.8,0.36
10-04-2008,Female,Product,No,2,4,5.6,0.48
09-11-2008,Female,Product,Yes,3,6,5.9,0.45
13-09-2008,Female,Product,No,2,3,5.2,0.42
19-12-2008,Male,Product,No,3,6,7,0.64
26-06-2008,Female,Service,No,2,5,7.7,0.62
28-07-2008,Male,Product,Yes,2,4,6,0.43
04-09-2008,Female,Service,Yes,2,3,5.3,0.31
29-11-2008,Male,Product,No,1,1,4.4,0.27
05-08-2008,Female,Service,Yes,3,7,,0.52
26-02-2008,Male,Service,Yes,3,8,9.4,0.84
30-11-2008,Female,Product,Yes,3,7,,0.51
20-10-2008,Female,Product,Yes,1,,5.3,0.36
21-01-2008,Female,Service,Yes,2,3,,0.48
06-04-2008,Male,Service,No,2,5,5.6,0.34
05-03-2008,Male,Product,No,3,7,9.8,0.83
03-02-2008,Female,Service,Yes,1,3,,0.36
13-06-2008,Male,Service,Yes,1,4,5.5,0.33
30-08-2008,Male,Service,No,2,6,8.5,0.71
27-02-2008,Female,Product,Yes,2,4,6,0.46
06-07-2008,Female,Service,No,0,2,4.5,0.3
03-06-2008,Male,Service,Yes,2,5,6.5,0.62
31-07-2008,Male,Service,No,2,6,7.7,0.66
28-12-2008,Male,Service,No,3,6,7.4,0.56
13-07-2008,Female,Service,Yes,0,1,3.2,0.23
21-07-2008,Male,Product,No,0,1,2.9,
20-11-2008,Male,Service,Yes,4,,,0.6
22-07-2008,Female,Product,No,2,5,6.1,0.48
21-03-2008,Female,Service,No,2,4,5.3,0.46
28-12-2008,Female,Product,Yes,2,4,6.6,0.61
11-08-2008,Male,Service,No,1,3,5.2,0.44
15-08-2008,Male,Service,Yes,1,2,5,0.3
24-08-2008,Male,Service,No,2,4,7.2,0.58
17-07-2008,Male,Service,Yes,2,5,7.9,0.65
21-01-2008,Male,Service,No,2,5,5.8,0.36
12-02-2008,Female,Product,No,2,3,4.5,0.25
24-12-2008,Male,Product,Yes,3,6,8.4,0.66
28-05-2008,Female,Product,No,1,2,,0.17
23-12-2008,Male,Service,No,4,8,8.8,0.87
24-11-2008,Male,Service,No,2,6,7.7,0.57
18-01-2008,Female,Service,Yes,2,4,5.4,0.46
01-05-2008,Male,Service,Yes,3,6,6.9,0.66
06-08-2008,Female,Service,Yes,1,1,,0.2
03-03-2008,Male,Service,No,4,8,7.1,0.57
12-01-2008,Male,Service,Yes,1,4,5.1,0.39
06-09-2008,Female,Service,No,1,1,4.2,0.26
03-03-2008,Female,Service,No,2,5,5.1,0.45
11-08-2008,Female,Product,Yes,2,4,5.2,0.34
10-08-2008,Male,Service,No,1,3,4.2,
09-11-2008,Female,Service,No,3,5,5.5,0.45
07-01-2008,Female,Service,Yes,3,8,8.9,0.88
13-07-2008,Male,Service,Yes,1,2,2.2,0.13
26-09-2008,Female,Service,Yes,2,3,6.9,0.46
29-10-2008,Male,Service,No,3,4,5.7,0.5
12-03-2008,Female,Service,No,2,4,,0.36
04-06-2008,Female,Service,No,0,1,,
10-12-2008,Female,Service,Yes,3,4,5.4,0.48
21-03-2008,Female,Service,Yes,1,3,5.9,0.46
08-07-2008,Female,Service,No,2,4,8,0.61
26-05-2008,Female,Product,No,3,4,6.1,0.43
06-02-2008,Female,Service,Yes,2,4,1.8,0.13
16-02-2008,Male,Product,No,2,6,6.4,0.57
04-05-2008,Male,Service,No,2,3,4.1,0.35
10-08-2008,Female,Service,No,2,6,6.7,0.56
17-03-2008,Male,Service,No,4,8,10,0.99
21-07-2008,Male,Service,No,3,8,7.6,0.74
13-01-2008,Female,Service,Yes,1,2,2.5,0.06
06-06-2008,Male,Service,No,4,8,8.1,0.7
15-01-2008,Male,Product,Yes,4,7,8.9,0.81
10-06-2008,Male,Product,No,2,6,7.4,0.59
01-04-2008,Male,Product,Yes,2,3,5.6,0.44
15-01-2008,Male,Service,No,1,3,5.2,0.37
11-06-2008,Female,Service,Yes,2,4,,0.3
23-02-2008,Female,Service,Yes,4,,8,0.72
15-08-2008,Male,Service,Yes,2,3,3.8,0.27
28-03-2008,Male,Product,No,1,5,7.4,0.52
27-10-2008,Male,Product,No,2,5,6.7,0.54
24-10-2008,Female,Service,Yes,3,5,6.2,0.44
17-04-2008,Male,Service,Yes,2,4,5.2,0.29
07-05-2008,Male,Product,No,2,6,6.9,0.59
07-05-2008,Female,Service,No,0,,1.1,0.08
10-09-2008,Male,Product,Yes,2,2,4.1,0.21
31-07-2008,Female,Service,Yes,2,5,5.9,0.48
17-06-2008,Male,Product,Yes,2,5,7,0.58
09-06-2008,Female,Product,Yes,2,3,,
13-09-2008,Male,Product,No,1,4,5,0.32
24-09-2008,Female,Service,Yes,2,4,7.2,0.49
22-07-2008,Male,Service,Yes,2,4,1.6,0.12
23-10-2008,Male,Product,No,3,7,8.8,0.74
03-12-2008,Female,Service,No,1,1,1.9,0.09
13-06-2008,Female,Product,No,4,6,6.6,0.58
10-03-2008,Female,Product,Yes,1,2,4.5,0.24
30-05-2008,Female,Service,Yes,1,1,3.1,0.22
10-03-2008,Female,Product,Yes,0,1,0,0
24-04-2008,Male,Product,No,0,1,4.5,0.24
07-04-2008,Male,Product,No,3,7,7.8,0.79
20-07-2008,Male,Product,Yes,2,4,4.1,0.36
25-10-2008,Male,Service,No,4,7,8.5,0.67
25-03-2008,Female,Product,No,2,4,5.9,0.51
08-07-2008,Male,Product,Yes,1,3,3.2,0.12
29-01-2008,Female,Service,No,3,6,,0.72
06-12-2008,Female,Service,No,1,1,,0.2
02-05-2008,Female,Service,Yes,2,4,5.8,0.46
30-03-2008,Female,Service,No,2,4,,0.31
08-09-2008,Male,Service,No,5,,7.8,0.77
22-10-2008,Male,Product,Yes,2,4,5.1,0.37
10-02-2008,Male,Service,No,3,7,7.7,0.78
26-11-2008,Male,Service,Yes,2,5,7,0.65
14-09-2008,Female,Product,Yes,1,4,,0.34
03-07-2008,Female,Service,No,2,6,7.3,0.59
04-08-2008,Male,Service,Yes,3,6,6.2,0.55
23-12-2008,Female,Service,Yes,2,3,3.2,0.25
02-02-2008,Female,Product,No,2,6,6.2,0.52
10-07-2008,Female,Service,No,2,4,6.7,0.59
09-03-2008,Male,Service,Yes,0,1,3.5,0.24
17-09-2008,Female,Service,No,2,,6.7,0.63
14-08-2008,Female,Service,Yes,1,4,5.2,0.32
05-01-2008,Male,Service,Yes,1,2,1.6,0.09
10-02-2008,Male,Service,Yes,0,1,1.3,0.08
27-05-2008,Male,Service,No,0,1,2.5,0.06
04-12-2008,Male,Product,No,4,8,8.7,0.7
22-06-2008,Female,Product,No,1,3,4.7,0.33
09-05-2008,Female,Service,Yes,1,2,5.3,0.34
19-12-2008,Male,Service,No,3,5,6.6,0.58
12-09-2008,Male,Service,No,4,7,7.5,0.68
06-02-2008,Female,Service,No,3,7,8,0.85
11-08-2008,Male,Service,Yes,2,3,6.5,0.49
12-08-2008,Female,Service,Yes,1,,6,0.39
12-03-2008,Female,Product,Yes,1,2,3.9,0.26
25-01-2008,Male,Service,Yes,1,3,5.8,0.43
27-06-2008,Female,Service,No,2,,6.6,0.53
02-01-2008,Female,Service,No,4,,8.1,0.71
24-06-2008,Female,Service,Yes,3,4,4.9,0.41
30-10-2008,Female,Service,No,4,7,7,0.54
31-10-2008,Female,Product,Yes,1,3,6.3,0.45
16-03-2008,Male,Service,Yes,1,1,1.9,0.05
28-11-2008,Male,Service,No,2,5,,0.62
02-09-2008,Female,Service,Yes,3,6,6.6,0.62
04-08-2008,Male,Service,Yes,3,6,5.7,0.53
26-02-2008,Male,Service,Yes,2,4,5.5,0.46
20-07-2008,Male,Product,Yes,0,2,3.7,0.21
16-09-2008,Female,Service,No,1,4,4.9,0.4
12-01-2008,Female,Service,No,2,4,6.2,0.39
15-02-2008,Male,Service,No,2,4,6,0.53
18-02-2008,Female,Product,Yes,2,,3.7,0.27
22-02-2008,Female,Service,No,1,4,5.3,0.45
26-10-2008,Female,Service,No,1,2,4.4,
25-06-2008,Female,Service,Yes,5,9,,0.84
26-11-2008,Male,Product,No,3,7,7.8,0.58
08-02-2008,Female,Service,Yes,2,4,6.4,0.53
05-02-2008,Male,Service,Yes,2,4,5.8,0.49
09-07-2008,Female,Product,Yes,2,3,4.7,0.35
09-01-2008,Female,Service,Yes,0,1,0.5,
01-03-2008,Male,Service,Yes,2,4,6.4,0.45
08-07-2008,Female,Service,No,3,4,6.1,0.49
22-03-2008,Male,Product,Yes,1,2,2.2,0.15
13-05-2008,Male,Service,Yes,2,3,2.3,0.15
09-04-2008,Female,Service,Yes,1,2,5.1,0.35
26-08-2008,Male,Service,Yes,3,7,5.8,0.51
20-10-2008,Female,Service,No,3,5,7,0.58
25-03-2008,Female,Service,Yes,2,4,,0.36
13-04-2008,Male,Service,No,3,6,8.1,0.62
30-01-2008,Female,Service,Yes,2,,5.3,0.45
13-01-2008,Male,Product,Yes,3,5,7.3,0.57
19-05-2008,Male,Product,No,2,4,6.9,0.53
01-07-2008,Male,Service,No,2,4,3.9,0.3
10-12-2008,Female,Service,Yes,3,6,7,0.55
10-04-2008,Female,Product,Yes,3,,,0.57
01-08-2008,Male,Product,No,4,7,7.1,0.52
21-12-2008,Female,Service,No,4,9,10,0.87
18-03-2008,Male,Service,No,3,8,7.3,0.73
02-07-2008,Female,Service,No,1,3,4.4,0.3
31-07-2008,Female,Product,Yes,1,3,4.7,0.39
22-10-2008,Female,Service,No,2,5,6.9,0.53
19-04-2008,Male,Product,Yes,2,5,6.3,0.52
08-04-2008,Female,Product,Yes,3,5,5.3,0.5
09-01-2008,Female,Product,Yes,2,3,,0.22
06-02-2008,Male,Service,No,2,4,,
26-05-2008,Male,Service,No,3,6,6.7,
19-11-2008,Male,Product,Yes,1,3,3.6,
30-03-2008,Female,Product,Yes,0,1,2,0.16
28-10-2008,Male,Service,Yes,2,5,5.8,0.52
22-10-2008,Female,Product,Yes,2,4,4.3,0.37
23-06-2008,Male,Product,Yes,3,6,5.1,0.35
20-02-2008,Female,Product,No,3,4,4.4,0.27
02-04-2008,Female,Service,Yes,2,5,4.8,
16-06-2008,Female,Product,Yes,3,,6,
16-03-2008,Female,Service,Yes,1,2,5.6,0.5
17-10-2008,Female,Service,Yes,0,1,4.2,0.18
26-08-2008,Female,Service,Yes,2,4,4.7,0.38
18-09-2008,Female,Service,No,3,5,5.2,0.31
10-07-2008,Male,Product,No,2,3,5.2,0.37
28-03-2008,Male,Service,No,3,7,7.6,0.55
05-12-2008,Female,Service,Yes,1,3,3.8,0.3
07-07-2008,Female,Service,No,3,5,6.8,0.52
11-06-2008,Female,Service,Yes,1,4,5,0.3
22-01-2008,Male,Service,Yes,2,6,7.6,0.57
27-09-2008,Female,Product,No,3,7,6.3,0.54
22-02-2008,Female,Service,No,0,1,4.6,0.24
20-12-2008,Male,Product,Yes,3,6,6.3,0.4
06-11-2008,Female,Product,No,4,6,7,0.6
02-11-2008,Male,Product,Yes,2,4,6.5,0.48
06-04-2008,Female,Service,No,2,5,6.3,0.53
30-04-2008,Male,Service,No,1,5,5.8,0.52
19-12-2008,Male,Product,No,2,4,6.3,0.5
08-03-2008,Male,Service,No,2,4,4.5,0.39
28-01-2008,Male,Product,No,3,7,,0.53
01-04-2008,Male,Product,No,2,5,,0.57
05-04-2008,Male,Service,No,2,5,7.5,0.65
13-10-2008,Female,Service,Yes,3,,7.1,0.53
20-06-2008,Female,Service,No,1,4,5.3,0.35
23-12-2008,Male,Service,Yes,2,4,6.2,0.43
02-05-2008,Female,Product,No,0,1,1.9,0.09
07-04-2008,Male,Service,Yes,0,1,0,0
18-08-2008,Female,Product,No,2,4,7,0.63
22-03-2008,Female,Service,Yes,1,2,4,
16-10-2008,Female,Service,No,0,2,4.3,0.2
24-06-2008,Female,Service,No,3,6,,0.45
15-11-2008,Male,Service,Yes,0,1,,0.03
05-01-2008,Male,Service,Yes,2,3,4.5,0.37
14-01-2008,Female,Product,Yes,3,6,5.5,0.51
01-10-2008,Male,Service,Yes,1,3,4.5,0.4
20-05-2008,Female,Service,Yes,2,3,6.3,0.5
27-05-2008,Male,Service,Yes,3,6,5.5,0.43
12-10-2008,Female,Product,No,5,9,9.5,1
06-12-2008,Male,Product,No,2,3,,0.26
15-03-2008,Male,Product,Yes,2,5,5.9,0.44
29-08-2008,Male,Service,No,1,4,4.5,0.3
18-07-2008,Male,Product,Yes,2,4,4.9,0.39
31-03-2008,Male,Product,No,3,7,,0.56
26-04-2008,Male,Service,No,3,6,8.4,0.69
02-01-2008,Male,Service,Yes,3,,8.5,0.77
08-08-2008,Female,Service,No,2,4,6.2,0.58
29-04-2008,Male,Service,No,5,9,7.3,0.75
07-11-2008,Male,Service,No,1,4,7.3,0.51
28-01-2008,Female,Product,No,2,5,7.7,0.69
01-08-2008,Female,Service,Yes,1,1,2.8,0.14
31-01-2008,Female,Service,No,2,5,7.6,0.65
24-07-2008,Female,Product,Yes,1,1,0.7,0.06
07-10-2008,Male,Product,Yes,2,4,6.4,0.45
24-08-2008,Male,Service,Yes,2,4,3.1,0.22
25-07-2008,Male,Service,Yes,3,4,7.2,0.5
15-06-2008,Male,Service,Yes,3,4,5.5,0.38
19-08-2008,Female,Service,Yes,1,2,4.7,0.43
14-02-2008,Female,Service,No,3,5,6.4,0.49
09-07-2008,Male,Service,No,3,6,7.3,0.51
25-07-2008,Male,Service,No,3,7,7,0.65
01-01-2008,Female,Service,Yes,3,5,,0.5
20-07-2008,Male,Service,No,5,10,7.9,0.81
26-01-2008,Female,Service,Yes,1,3,7.2,0.49
28-08-2008,Male,Service,Yes,2,5,7.5,0.66
10-11-2008,Female,Product,Yes,3,4,5.9,0.47
25-03-2008,Male,Service,No,3,5,6.2,0.58
22-12-2008,Male,Service,No,2,6,7.2,0.59
05-03-2008,Female,Service,Yes,4,10,,0.94
30-11-2008,Male,Service,Yes,2,4,5.1,0.3
09-02-2008,Male,Product,No,4,9,8.8,0.74
24-08-2008,Male,Service,No,4,10,9.1,0.92
02-05-2008,Female,Service,Yes,2,4,5.2,0.45
27-07-2008,Male,Service,No,3,7,9,0.76
14-10-2008,Female,Service,No,3,7,6.3,0.63
07-04-2008,Male,Product,No,1,3,4.8,0.4
25-11-2008,Female,Product,Yes,3,,,0.52
06-01-2008,Female,Product,Yes,4,6,6.7,0.61
22-01-2008,Female,Service,No,4,8,8.9,0.71
19-07-2008,Male,Service,Yes,3,,9.5,1
24-01-2008,Female,Service,Yes,2,4,,
10-06-2008,Female,Service,No,3,6,7,0.67
16-07-2008,Female,Service,Yes,3,8,8.3,0.8
21-10-2008,Female,Product,No,3,5,5.8,0.47
10-03-2008,Male,Service,Yes,2,3,6,0.45
14-11-2008,Male,Service,No,2,5,4.7,0.37
03-04-2008,Male,Product,Yes,1,3,6,0.51
28-09-2008,Female,Product,No,1,4,5.6,0.44
30-03-2008,Female,Service,No,3,5,6.1,0.52
28-07-2008,Female,Service,Yes,4,7,8.6,0.78
25-01-2008,Male,Service,No,3,6,7.2,0.56
10-08-2008,Female,Service,Yes,2,3,4.5,0.25
09-06-2008,Female,Service,Yes,1,2,4.8,0.28
17-09-2008,Male,Service,Yes,1,3,5.2,0.34
07-08-2008,Male,Service,No,4,6,7.8,0.61
28-09-2008,Male,Service,No,3,,8.9,0.79
15-04-2008,Female,Service,Yes,2,4,5.7,0.4
02-06-2008,Female,Service,Yes,1,3,5.5,0.46
29-10-2008,Female,Service,Yes,1,3,,0.42
04-08-2008,Male,Product,Yes,4,8,8.2,
08-11-2008,Male,Service,Yes,3,6,7.8,0.66
10-08-2008,Female,Service,Yes,1,3,4.5,0.36
17-06-2008,Male,Service,No,2,5,7.4,0.65
01-11-2008,Male,Service,Yes,1,2,4.5,0.28
13-11-2008,Female,Product,No,2,3,4,0.22
24-10-2008,Female,Service,Yes,2,5,5.1,0.36
14-04-2008,Female,Service,No,3,7,8,0.76
05-08-2008,Female,Service,No,1,2,5.1,0.43
15-12-2008,Male,Service,Yes,2,3,6.3,0.43
28-03-2008,Male,Product,No,0,1,0.9,0.06
29-02-2008,Female,Service,Yes,2,4,2.9,0.21
28-09-2008,Female,Service,No,3,7,6.8,0.51
14-08-2008,Female,Service,Yes,4,8,8.3,0.81
08-08-2008,Female,Product,Yes,3,5,6.9,0.49
27-03-2008,Female,Product,Yes,1,1,1,0.05
17-12-2008,Female,Service,Yes,2,4,4.3,0.38
11-06-2008,Male,Service,Yes,4,8,7.2,0.54
01-03-2008,Female,Service,Yes,3,4,6.3,0.5
28-05-2008,Female,Product,No,0,2,3.9,0.19
02-10-2008,Female,Service,No,2,,,0.52
21-02-2008,Female,Service,Yes,1,2,6,0.38
25-01-2008,Male,Service,No,2,5,6.3,0.51
28-12-2008,Female,Service,Yes,3,5,5.2,0.44
04-02-2008,Female,Product,Yes,2,5,7.1,0.49
22-06-2008,Female,Product,Yes,1,1,3.4,0.21
01-12-2008,Female,Service,Yes,2,5,7.2,0.49
01-07-2008,Female,Product,Yes,0,2,3.7,0.17
04-08-2008,Female,Product,No,2,5,7.2,
14-12-2008,Male,Product,Yes,2,6,7.6,0.64
03-09-2008,Male,Service,Yes,3,7,6.8,0.64
30-04-2008,Male,Service,No,2,5,8.1,0.62
15-09-2008,Female,Service,Yes,2,4,4.4,0.39
24-02-2008,Female,Service,No,4,7,7.5,0.62
31-07-2008,Male,Service,Yes,1,1,0.5,0
25-08-2008,Female,Service,No,4,7,7.2,0.7
30-11-2008,Male,Service,No,3,5,8.2,0.63
19-07-2008,Female,Service,Yes,2,4,4.7,0.27
27-09-2008,Male,Service,Yes,3,8,8.4,0.89
30-03-2008,Male,Service,Yes,2,5,8.1,0.64
16-11-2008,Female,Service,No,2,4,6.1,0.43
26-10-2008,Female,Service,Yes,1,2,4.5,0.21
09-06-2008,Male,Service,No,3,7,9.9,0.9
19-12-2008,Female,Service,Yes,2,3,5,0.4
11-10-2008,Male,Service,No,2,4,6.6,0.53
05-03-2008,Female,Service,No,2,5,5.7,
24-05-2008,Female,Product,No,1,1,2.9,0.24
25-10-2008,Male,Product,Yes,2,4,7.6,0.6
02-05-2008,Female,Service,No,3,6,5.8,0.47
04-08-2008,Female,Service,Yes,3,6,6.7,0.61
21-07-2008,Female,Service,No,3,6,6.1,0.51
17-05-2008,Female,Service,No,2,5,5.7,0.55
30-08-2008,Female,Product,Yes,3,5,5.4,0.48
29-03-2008,Male,Product,No,2,6,8.5,0.76
28-02-2008,Male,Service,No,3,7,9,0.84
28-11-2008,Female,Service,Yes,2,5,6,0.43
13-12-2008,Male,Product,Yes,2,3,4.3,0.37
24-12-2008,Female,Product,Yes,3,5,5.8,0.48
21-12-2008,Female,Service,Yes,3,,5.8,0.49
26-12-2008,Female,Service,No,3,6,6.9,0.54
30-11-2008,Male,Service,No,3,6,8.1,0.68
22-07-2008,Female,Product,Yes,2,5,7.7,0.59
13-05-2008,Male,Service,Yes,2,,3.2,
08-07-2008,Male,Product,No,4,8,8,0.7
23-04-2008,Female,Service,No,2,5,6,0.39
21-03-2008,Male,Product,Yes,4,7,6.1,0.55
02-10-2008,Female,Product,Yes,3,5,6.1,0.47
28-08-2008,Female,Product,No,2,,,0.54
02-05-2008,Female,Service,No,4,6,7.6,0.67
08-03-2008,Male,Product,Yes,2,2,3.4,0.15
28-12-2008,Male,Product,No,3,7,8.7,0.86
10-05-2008,Female,Service,Yes,2,3,4.8,0.25
28-01-2008,Female,Service,Yes,1,3,6.2,0.45
09-03-2008,Female,Service,Yes,2,4,3,0.2
03-08-2008,Male,Product,No,3,4,5.2,0.37
08-09-2008,Male,Product,Yes,1,2,4.2,0.21
05-06-2008,Female,Product,Yes,3,5,5.4,0.45
19-03-2008,Female,Product,No,1,3,5.7,0.45
15-07-2008,Male,Product,Yes,2,3,5,0.33
07-03-2008,Female,Service,No,1,1,2.8,0.08
21-02-2008,Female,Service,Yes,1,1,,0.12
12-08-2008,Female,Service,No,2,3,5.7,0.33
19-12-2008,Female,Product,Yes,4,8,8,0.72
20-10-2008,Male,Product,No,2,5,6.2,0.43
13-07-2008,Female,Service,No,3,9,9.3,0.91
05-10-2008,Male,Service,Yes,2,5,6.1,0.57
13-03-2008,Female,Product,Yes,2,4,5,0.32
25-12-2008,Male,Product,No,3,6,7.4,0.56
14-03-2008,Female,Service,No,2,3,1.8,0.14
07-03-2008,Female,Service,Yes,3,4,4.8,0.42
18-08-2008,Female,Product,Yes,3,6,,0.46
17-08-2008,Female,Product,No,1,2,5.9,0.41
26-04-2008,Female,Service,No,2,5,,0.56
10-02-2008,Female,Service,Yes,2,4,4.7,0.42
07-08-2008,Female,Service,No,3,5,4.3,0.32
21-04-2008,Female,Service,No,1,4,3.8,0.3
16-07-2008,Female,Product,No,3,5,5,0.39
22-01-2008,Male,Service,No,3,7,8.3,0.83
03-01-2008,Male,Service,Yes,0,2,2.3,0.15
26-02-2008,Male,Service,No,4,7,6.7,0.66
16-09-2008,Male,Service,No,2,4,8.4,0.64
29-10-2008,Female,Service,Yes,3,5,6.2,0.45
30-06-2008,Female,Product,No,0,1,4.1,0.34
30-11-2008,Male,Service,No,2,4,7.5,0.53
02-02-2008,Female,Service,No,4,7,7,0.63
09-03-2008,Female,Service,Yes,0,1,4,0.22
08-02-2008,Male,Service,No,3,7,7.8,0.57
04-11-2008,Female,Product,Yes,4,,6.5,
14-11-2008,Female,Service,Yes,2,4,5.2,0.4
